date,collected,site_id,hakai_id,depth,group,scientificName,AphiaID,orig_name,scientificName_accepted,trophicStatus,rank,kingdom,phylum,class,order,family,genus,lifeStage,identificationQualifier,identificationRemark,count
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Dactyliosolen phuketensis,248064,Dactyliosolen phuketensis,Rhizosolenia phuketensis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,360
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Licmophora,149342,Licmophora,Licmophora,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,NA,spp. Indet.,NA,40
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Paralia sulcata,149055,Paralia sulcata,Paralia sulcata,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia,NA,NA,NA,160
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Pseudo-nitzschia delicatissima,149153,Pseudo-nitzschia delicatissima,Pseudo-nitzschia delicatissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,40
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Pseudo-nitzschia multiseries,175738,Pseudo-nitzschia multiseries,Pseudo-nitzschia multiseries,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,240
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Thalassionema nitzschioides,149093,Thalassionema nitzschioides,Synedra nitzschioides f. nitzschioides,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,NA,160
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Thalassiosira,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,320
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas grossii,Pyramimonas subg. Trichocystis grossii,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,14000
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Pyramimonas orientalis,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,21000
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,26250
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Choanoflagellata,Parvicorbicula socialis,105588,Parvicorbicula socialis,Parvicorbicula socialis,hetero,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Parvicorbicula,NA,NA,NA,1750
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Ciliophora,Myrionecta rubra,292896,Myronecta rubra,Mesodinium rubrum,hetero,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,1080
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,127750
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Teleaulax acuta,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,26250
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,29750
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,auto,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,200
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Dictyochophyta,Dictyocha,157258,Dictyocha,Dictyocha,auto,Genus,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,spores,Indet.,NA,40
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,80
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,1750
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Metazoa,Copepoda,1080,Copepoda,Copepoda,hetero,Subclass,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,nauplii,Indet.,NA,40
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,110250
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Pennales,1304629,Pennales,Pennales,auto,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,5770
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,600
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Bacillariophyta,Chaetoceros tenuissimus,156623,Chaetoceros tenuissimus,Chaetoceros tenuissimus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,3000
2018-01-31,2018-01-31T18:00:19Z,QU39,QPHY951,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,3440
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Bacillariophyta,Corethron criophilum,149110,Corethron criophillum,Corethron criophilum,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,NA,NA,NA,80
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,80
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Pyramimonas orientalis,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,7778
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Chlorophyta-Prasinophyta,Tetraselmis gracilis,376152,Tetraselmis gracilis,Tetraselmis gracilis,auto,Species,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,NA,NA,NA,3889
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,93336
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Ciliophora,Myrionecta rubra,292896,Myronecta rubra,Mesodinium rubrum,hetero,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,600
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,307231
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Teleaulax acuta,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,73891
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Cryptophyta,Teleaulax amphioxeia,106306,Teleaulax amphioxiae,Teleaulax amphioxeia,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,7778
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,299453
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,auto,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,80
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Gymnodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,40
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,40
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Kinetoplastidea,Kinetoplastea,562565,Kinetoplastea,Kinetoplastea,hetero,Class,Protozoa,Euglenozoa,Kinetoplastea,NA,NA,NA,NA,Indet.,NA,3889
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,198339
2018-02-06,2018-02-06T18:21:49Z,QU39,QPHY956,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,560
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Corethron criophilum,149110,Corethron criophillum,Corethron criophilum,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,NA,NA,NA,80
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,240
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Dactyliosolen phuketensis,248064,Dactyliosolen phuketensis,Rhizosolenia phuketensis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,80
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Thalassionema nitzschioides,149093,Thalassionema nitzschioides,Synedra nitzschioides f. nitzschioides,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,NA,40
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Thalassiosira,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,40
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas grossii,Pyramimonas subg. Trichocystis grossii,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,2500
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,30000
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Chrysophyta,Chrysophyceae,146230,Chrysophyceae,Chrysophyceae,auto,Class,Chromista,Ochrophyta,Chrysophyceae,NA,NA,NA,NA,Indet.,NA,2500
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Ciliophora,Myrionecta rubra,292896,Myronecta rubra,Mesodinium rubrum,hetero,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,400
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,75000
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Teleaulax acuta,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,15000
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Cryptophyta,Teleaulax amphioxeia,106306,Teleaulax amphioxiae,Teleaulax amphioxeia,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,2500
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,95000
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Dictyochophyta,Dictyocha,157258,Dictyocha,Dictyocha,auto,Genus,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,spores,Indet.,NA,40
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Gymnodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,40
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,2500
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,207500
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Pennales,1304629,Pennales,Pennales,auto,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,200
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,1400
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Bacillariophyta,Chaetoceros tenuissimus,156623,Chaetoceros tenuissimus,Chaetoceros tenuissimus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2018-02-13,2018-02-13T19:18:31Z,QU39,QPHY961,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,2040
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Corethron criophilum,149110,Corethron criophillum,Corethron criophilum,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,NA,NA,NA,80
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,120
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Dactyliosolen fragilissimus,149310,Dactyliosolen fragilissimus,Rhizosolenia fragilissima f. fragilissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,200
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Dactyliosolen phuketensis,248064,Dactyliosolen phuketensis,Rhizosolenia phuketensis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,40
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Pseudo-nitzschia delicatissima,149153,Pseudo-nitzschia delicatissima,Pseudo-nitzschia delicatissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,120
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Thalassiosira,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,240
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas grossii,Pyramimonas subg. Trichocystis grossii,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,2333
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,42000
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Choanoflagellata,Choanozoa,562870,Choanozoa,Choanozoa,hetero,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,2333
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Ciliophora,Myrionecta rubra,292896,Myronecta rubra,Mesodinium rubrum,hetero,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,1760
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,132981
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Teleaulax acuta,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,44327
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Cryptophyta,Teleaulax amphioxeia,106306,Teleaulax amphioxiae,Teleaulax amphioxeia,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,9332
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,142313
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,auto,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,80
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,120
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,93320
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Pennales,1304629,Pennales,Pennales,auto,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,240
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,240
2018-02-19,2018-02-19T19:09:43Z,QU39,QPHY967,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,3600
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Chaetoceros convolutus,156611,Chaetoceros convolutus,Chaetoceros convolutus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,320
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Chaetoceros debilis,149219,Chetoceros debilis,Chaetoceros debilis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,80
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Chaetoceros simplex,149294,Chaetoceros simplex,Chaetoceros simplex,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Corethron criophilum,149110,Corethron criophillum,Corethron criophilum,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,NA,NA,NA,240
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,160
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Dactyliosolen fragilissimus,149310,Dactyliosolen fragilissimus,Rhizosolenia fragilissima f. fragilissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,560
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Dactyliosolen phuketensis,248064,Dactyliosolen phuketensis,Rhizosolenia phuketensis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,5616
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Pseudo-nitzschia delicatissima,149153,Pseudo-nitzschia delicatissima,Pseudo-nitzschia delicatissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,200
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Pseudo-nitzschia multiseries,175738,Pseudo-nitzschia multiseries,Pseudo-nitzschia multiseries,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,200
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Pseudo-nitzschia seriata,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,40
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Thalassiosira,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,1560
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas grossii,Pyramimonas subg. Trichocystis grossii,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,4375
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Pyramimonas orientalis,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,4375
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,35000
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Choanoflagellata,Choanozoa,562870,Choanozoa,Choanozoa,hetero,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,61250
2018-02-27,2018-02-27T18:15:14Z,QU39,QPHY981,0,Ciliophora,Myrionecta rubra,292896,Myronecta rubra,Mesodinium rubrum,hetero,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,160
