date,trophicStatus,group,scientificName,AphiaID,scientificName_accepted,rank,kingdom,phylum,class,order,family,genus,lifeStage,identificationQualifier,identificationRemark,count
2018-08-09,hetero,Ciliophora,Oligotrichea,732974,Oligotrichea,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,3813
2018-08-14,auto,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,360
2018-08-14,auto,Bacillariophyta,Rhizosolenia setigera,149115,Rhizosolenia setigera,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,NA,NA,40
2018-08-14,auto,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,40
2018-08-14,auto,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas subg. Trichocystis grossii,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,11667
2018-08-14,auto,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,17499
2018-08-14,auto,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,64163
2018-08-14,hetero,Ciliophora,Myrionecta rubra,292896,Mesodinium rubrum,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,280
2018-08-14,auto,Cryptophyta,Hillea,178565,Hillea,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,1154934
2018-08-14,auto,Cryptophyta,Teleaulax,106285,Teleaulax,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,180823
2018-08-14,auto,Dictyochophyta,Ciliophrys infusionum,375958,Ciliophrys infusionum,Species,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,Ciliophrys,NA,NA,NA,40
2018-08-14,auto,Dictyochophyta,Dictyocha speculum,157260,Octactis speculum,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,160
2018-08-14,auto,Dictyochophyta,Dictyocha,157258,Dictyocha,Genus,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,spores,Indet.,NA,320
2018-08-14,auto,Dinoflagellata,Dinophysis acuminata,109603,Dinophysis acuminata,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,NA,NA,80
2018-08-14,auto,Dinoflagellata,Gonyaulax,109519,Gonyaulax,Genus,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,NA,spp. Indet.,NA,40
2018-08-14,auto,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,760
2018-08-14,auto,Dinoflagellata,Katodinium glaucum,109885,Lebouridinium glaucum,Species,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,NA,NA,40
2018-08-14,auto,Dinoflagellata,Katodinium,109477,Katodinium,Genus,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,spp. Indet.,NA,400
2018-08-14,auto,Dinoflagellata,Prorocentrum micans,110303,Prorocentrum micans,Species,Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA,NA,NA,40
2018-08-14,auto,Dinoflagellata,Scrippsiella trochoidea,110172,Scrippsiella acuminata,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,NA,NA,NA,80
2018-08-14,auto,Dinoflagellata,Dinophyceae,19542,Dinophyceae,Class,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Indet.,NA,120
2018-08-14,hetero,Metazoa,Copepoda,1080,Copepoda,Subclass,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,copepodites,Indet.,NA,40
2018-08-14,auto,Unknown_flagellate,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,705793
2018-08-14,hetero,Ciliophora,Oligotrichea,732974,Oligotrichea,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,8080
2018-08-21,auto,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,80
2018-08-21,auto,Bacillariophyta,Dactyliosolen fragilissimus,149310,Rhizosolenia fragilissima f. fragilissima,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,80
2018-08-21,auto,Bacillariophyta,Navicula,149142,Navicula,Genus,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA,sp. Indet.,NA,40
2018-08-21,auto,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,200
2018-08-21,auto,Bacillariophyta,Rhizosolenia setigera,149115,Rhizosolenia setigera,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,NA,NA,240
2018-08-21,auto,Bacillariophyta,Thalassionema nitzschioides,149093,Synedra nitzschioides f. nitzschioides,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,NA,40
2018-08-21,auto,Bacillariophyta,Thalassiosira rotula,148942,Thalassiosira rotula,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,NA,80
2018-08-21,auto,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Auxospores,sp. Indet.,NA,80
2018-08-21,auto,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,2500
2018-08-21,auto,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,45000
2018-08-21,hetero,Choanoflagellata,Calliacantha natans,105561,Calliacantha natans,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Calliacantha,NA,NA,NA,2500
2018-08-21,hetero,Choanoflagellata,Monosiga marina,105643,Monosiga marina,Species,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Monosiga,NA,NA,NA,2500
2018-08-21,hetero,Choanoflagellata,Parvicorbicula socialis,105588,Parvicorbicula socialis,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Parvicorbicula,NA,NA,NA,10000
2018-08-21,hetero,Choanoflagellata,Choanozoa,562870,Choanozoa,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,2500
2018-08-21,hetero,Ciliophora,Myrionecta rubra,292896,Mesodinium rubrum,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,1600
2018-08-21,auto,Cryptophyta,Hillea,178565,Hillea,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,280000
2018-08-21,auto,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,22500
2018-08-21,auto,Cryptophyta,Teleaulax amphioxeia,106306,Teleaulax amphioxeia,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,17500
2018-08-21,auto,Cryptophyta,Teleaulax,106285,Teleaulax,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,200000
2018-08-21,auto,Dictyochophyta,Dictyocha speculum,157260,Octactis speculum,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,2560
2018-08-21,auto,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,400
2018-08-21,auto,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,560
2018-08-21,auto,Dinoflagellata,Katodinium,109477,Katodinium,Genus,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,spp. Indet.,NA,80
2018-08-21,auto,Dinoflagellata,Scrippsiella precaria,110173,Scrippsiella precaria,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,NA,NA,NA,120
2018-08-21,hetero,Metazoa,Copepoda,1080,Copepoda,Subclass,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,nauplii,Indet.,NA,40
2018-08-21,auto,Unknown_flagellate,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,80000
2018-08-21,auto,Bacillariophyta,Pennales,1304629,Pennales,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,80
2018-08-21,auto,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,160
2018-08-21,hetero,Ciliophora,Oligotrichea,732974,Oligotrichea,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,6560
2018-08-29,auto,Bacillariophyta,Chaetoceros cinctus,149622,Chaetoceros cinctus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,800
2018-08-29,auto,Bacillariophyta,Chaetoceros danicus,149120,Chaetoceros danicus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,11200
2018-08-29,auto,Bacillariophyta,Chaetoceros debilis,149219,Chaetoceros debilis,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,800
2018-08-29,auto,Bacillariophyta,Chaetoceros laciniosus,149228,Chaetoceros laciniosus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,6400
2018-08-29,auto,Bacillariophyta,Chaetoceros laciniosus,149228,Chaetoceros laciniosus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,resting spores,NA,NA,400
2018-08-29,auto,Bacillariophyta,Chaetoceros seiracanthus,163118,Chaetoceros seiracanthus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,8600
2018-08-29,auto,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,600
2018-08-29,auto,Bacillariophyta,Dactyliosolen fragilissimus,149310,Rhizosolenia fragilissima f. fragilissima,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,35500
2018-08-29,auto,Bacillariophyta,Dactyliosolen phuketensis,248064,Rhizosolenia phuketensis,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,3200
2018-08-29,auto,Bacillariophyta,Detonula pumila,149647,Lauderia pumila,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Detonula,NA,NA,NA,1200
2018-08-29,auto,Bacillariophyta,Ditylum brightwellii,149023,Ditylum brightwellii,Species,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,NA,NA,NA,400
2018-08-29,auto,Bacillariophyta,Eucampia zodiacus,149131,Eucampia zodiacus,Species,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA,NA,NA,14000
2018-08-29,auto,Bacillariophyta,Guinardia delicatula,149112,Rhizosolenia delicatula,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,NA,NA,NA,8400
2018-08-29,auto,Bacillariophyta,Leptocylindrus danicus,149106,Leptocylindrus danicus,Species,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,NA,NA,NA,10400
2018-08-29,auto,Bacillariophyta,Membraneis challengeri,341546,Navicula challengeri,Species,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Membraneis,NA,NA,NA,1000
2018-08-29,auto,Bacillariophyta,Pseudo-nitzschia multiseries,175738,Pseudo-nitzschia multiseries,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,600
2018-08-29,auto,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,310000
2018-08-29,auto,Bacillariophyta,Rhizosolenia setigera,149115,Rhizosolenia setigera,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,NA,NA,35500
2018-08-29,auto,Bacillariophyta,Thalassionema nitzschioides,149093,Synedra nitzschioides f. nitzschioides,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,NA,800
2018-08-29,auto,Bacillariophyta,Thalassiosira rotula,148942,Thalassiosira rotula,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,NA,8400
2018-08-29,auto,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,3800
2018-08-29,auto,Chlorophyta-Prasinophyta,Pterosperma,160595,Pterosperma,Genus,Plantae,Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,NA,spp. Indet.,NA,14000
2018-08-29,auto,Chlorophyta-Prasinophyta,Pterosperma,160595,Pterosperma,Genus,Plantae,Chlorophyta,Prasinophyceae,Halosphaerales,Pterospermataceae,Pterosperma,resting spores,spp. Indet.,NA,7000
2018-08-29,auto,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas subg. Trichocystis grossii,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,63000
2018-08-29,auto,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,7000
2018-08-29,auto,Chlorophyta-Prasinophyta,Tetraselmis gracilis,376152,Tetraselmis gracilis,Species,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,NA,NA,NA,42000
2018-08-29,auto,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,112000
2018-08-29,hetero,Choanoflagellata,Monosiga marina,105643,Monosiga marina,Species,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Monosiga,NA,NA,NA,7000
2018-08-29,hetero,Choanoflagellata,Parvicorbicula socialis,105588,Parvicorbicula socialis,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Parvicorbicula,NA,NA,NA,21000
2018-08-29,hetero,Choanoflagellata,Choanozoa,562870,Choanozoa,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,21000
2018-08-29,hetero,Ciliophora,Tintinnina,732976,Tintinnina,Suborder,Chromista,Ciliophora,Oligotrichea,Choreotrichida,NA,NA,NA,Indet.,NA,400
2018-08-29,auto,Cryptophyta,Hillea,178565,Hillea,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,287000
2018-08-29,auto,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,42000
2018-08-29,auto,Cryptophyta,Teleaulax amphioxeia,106306,Teleaulax amphioxeia,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,1400
2018-08-29,auto,Cryptophyta,Teleaulax,106285,Teleaulax,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,490000
2018-08-29,auto,Dinoflagellata,Ceratium horridum,109956,Tripos horridus,Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,NA,NA,NA,200
2018-08-29,auto,Dinoflagellata,Dinophysis acuminata,109603,Dinophysis acuminata,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,NA,NA,1600
2018-08-29,auto,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,1400
2018-08-29,auto,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,400
2018-08-29,auto,Dinoflagellata,Katodinium glaucum,109885,Lebouridinium glaucum,Species,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,NA,NA,600
2018-08-29,auto,Dinoflagellata,Katodinium,109477,Katodinium,Genus,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,spp. Indet.,NA,200
2018-08-29,auto,Dinoflagellata,Dinophyceae,19542,Dinophyceae,Class,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,resting spores,Indet.,NA,1400
2018-08-29,auto,Dinoflagellata,Scrippsiella precaria,110173,Scrippsiella precaria,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,NA,NA,NA,800
2018-08-29,auto,Dinoflagellata,Scrippsiella trochoidea,110172,Scrippsiella acuminata,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,NA,NA,NA,1000
2018-08-29,auto,Dinoflagellata,Dinophyceae,19542,Dinophyceae,Class,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Indet.,NA,600
2018-08-29,auto,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,28000
2018-08-29,hetero,Metazoa,Appendicularia,103357,Appendicularia,Genus,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Appendicularia,NA,Indet.,NA,200
2018-08-29,auto,Raphidiophyta,Heterosigma akashiwo,160585,Heterosigma akashiwo,Species,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,NA,NA,NA,42000
2018-08-29,auto,Unknown_flagellate,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,784000
2018-08-29,auto,Bacillariophyta,Pennales,1304629,Pennales,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,1400
2018-08-29,auto,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,7200
2018-08-29,auto,Bacillariophyta,Chaetoceros tenuissimus,156623,Chaetoceros tenuissimus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,200
2018-08-29,auto,Bacillariophyta,Chaetoceros,148985,Chaetoceros,Genus,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,spp. Indet.,NA,400
2018-08-29,hetero,Ciliophora,Oligotrichea,732974,Oligotrichea,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,13600
2018-09-04,auto,Bacillariophyta,Chaetoceros cinctus,149622,Chaetoceros cinctus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,7920
2018-09-04,auto,Bacillariophyta,Chaetoceros,148985,Chaetoceros,Genus,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,resting spores,spp. Indet.,Unable to distinguish between Chaetoceros cinctus and radicans,432
2018-09-04,auto,Bacillariophyta,Chaetoceros convolutus,156611,Chaetoceros convolutus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,8496
2018-09-04,auto,Bacillariophyta,Chaetoceros danicus,149120,Chaetoceros danicus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,12384
2018-09-04,auto,Bacillariophyta,Chaetoceros debilis,149219,Chaetoceros debilis,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,7200
2018-09-04,auto,Bacillariophyta,Chaetoceros diadema,149128,Syndendrium diadema,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,144
2018-09-04,auto,Bacillariophyta,Chaetoceros laciniosus,149228,Chaetoceros laciniosus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,22608
2018-09-04,auto,Bacillariophyta,Chaetoceros seiracanthus,163118,Chaetoceros seiracanthus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,13824
2018-09-04,auto,Bacillariophyta,Chaetoceros seiracanthus,163118,Chaetoceros seiracanthus,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,resting spores,NA,NA,1584
2018-09-04,auto,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,288
2018-09-04,auto,Bacillariophyta,Dactyliosolen fragilissimus,149310,Rhizosolenia fragilissima f. fragilissima,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,21400
2018-09-04,auto,Bacillariophyta,Dactyliosolen phuketensis,248064,Rhizosolenia phuketensis,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,NA,NA,NA,1584
2018-09-04,auto,Bacillariophyta,Eucampia zodiacus,149131,Eucampia zodiacus,Species,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA,NA,NA,3744
2018-09-04,auto,Bacillariophyta,Guinardia delicatula,149112,Rhizosolenia delicatula,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,NA,NA,NA,2736
2018-09-04,auto,Bacillariophyta,Leptocylindrus danicus,149106,Leptocylindrus danicus,Species,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,NA,NA,NA,9504
2018-09-04,auto,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,303030
2018-09-04,auto,Bacillariophyta,Rhizosolenia setigera,149115,Rhizosolenia setigera,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,NA,NA,10224
2018-09-04,auto,Bacillariophyta,Thalassionema nitzschioides,149093,Synedra nitzschioides f. nitzschioides,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,NA,864
2018-09-04,auto,Bacillariophyta,Thalassiosira anguste-lineata,148914,Coscinodiscus angustelineatus,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,NA,576
2018-09-04,auto,Bacillariophyta,Thalassiosira rotula,148942,Thalassiosira rotula,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,NA,1152
2018-09-04,auto,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,1152
2018-09-04,auto,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,35001
2018-09-04,hetero,Choanoflagellata,Calliacantha natans,105561,Calliacantha natans,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Calliacantha,NA,NA,NA,3889
