date,site_id,trophicStatus,group,scientificName,AphiaID,orig_name,scientificName_accepted,rank,kingdom,phylum,class,order,family,genus,lifeStage,identificationQualifier,identificationRemark,count
2021-08-26,TO4A,auto,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Teleaulax acuta,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,11667
2021-08-26,TO4A,auto,Cryptophyta,Teleaulax amphioxeia,106306,Teleaulax amphioxiae,Teleaulax amphioxeia,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,35001
2021-08-26,TO4A,auto,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,248896
2021-08-26,TO4A,auto,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,108
2021-08-26,TO4A,auto,Dinoflagellata,Corythodinium,109527,Corythodinium,Corythodinium,Genus,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Corythodinium,NA,spp. Indet.,NA,162
2021-08-26,TO4A,auto,Dinoflagellata,Dinophysis acuminata,109603,Dinophysis acuminata,Dinophysis acuminata,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,NA,NA,216
2021-08-26,TO4A,auto,Dinoflagellata,Dinophysis acuta,109604,Dinophysis acuta,Dinophysis acuta,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,NA,NA,108
2021-08-26,TO4A,auto,Dinoflagellata,Dinophysis fortii,109624,Dinophysis fortii,Dinophysis fortii,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,NA,NA,54
2021-08-26,TO4A,auto,Dinoflagellata,Gonyaulax,109519,Gonyaulax,Gonyaulax,Genus,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,NA,spp. Indet.,NA,54
2021-08-26,TO4A,auto,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Gymnodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,648
2021-08-26,TO4A,auto,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,3889
2021-08-26,TO4A,auto,Dinoflagellata,Katodinium,109477,Katodinium,Katodinium,Genus,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,spp. Indet.,NA,54
2021-08-26,TO4A,auto,Dinoflagellata,Dinophyceae,19542,Dinophyceae,Dinophyceae,Class,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Indet.,NA,216
2021-08-26,TO4A,auto,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,3889
2021-08-26,TO4A,hetero,Ebriidea,Ebria tripartita,118051,Ebria tripartita,Ebria tripartita,Species,Protozoa,NA,Ebriophyceae,Ebriales,Ebriaceae,Ebria,NA,NA,NA,1728
2021-08-26,TO4A,auto,Euglenophyta,Euglenozoa,536202,Euglenozoa,Euglenozoa,Phylum,Protozoa,Euglenozoa,NA,NA,NA,NA,NA,Indet.,NA,32655
2021-08-26,TO4A,auto,Raphidiophyta,Heterosigma akashiwo,160585,Heterosigma akashiwo,Heterosigma akashiwo,Species,Chromista,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,NA,NA,NA,3889
2021-08-26,TO4A,auto,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,143893
2021-08-26,TO4A,auto,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,1782
2021-08-26,TO4A,hetero,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,18195
